Customer Name,Region,Sum of Sales,Sum of Profit,Segment
Speros Goranitis,East,2622.882,403.6594,Consumer
Speros Goranitis,South,15.92,2.786,Consumer
Speros Goranitis,West,107.97,22.6737,Consumer
Stefania Perrino,Central,609.614,63.2508,Corporate
Stefania Perrino,East,3150.551,-162.8194,Corporate
Stefania Perrino,South,2.896,0.9774,Corporate
Stefania Perrino,West,1677.258,-171.837,Corporate
Stefanie Holloman,South,692.472,190.4298,Corporate
Stefanie Holloman,West,1403.92,70.196,Corporate
Stephanie Phelps,Central,333.766,62.4483,Corporate
Stephanie Phelps,East,938.994,-13.0157,Corporate
Stephanie Phelps,South,39.072,9.768,Corporate
Stephanie Phelps,West,560.604,209.2776,Corporate
Stephanie Ulpright,Central,1520.914,424.5663,Home Office
Stephanie Ulpright,East,136.43,53.9888,Home Office
Stephanie Ulpright,South,722.044,287.6165,Home Office
Stephanie Ulpright,West,215.976,-2.6997,Home Office
Steve Carroll,Central,952.3,276.7632,Home Office
Steve Carroll,South,71.98,15.1158,Home Office
Steve Carroll,West,230.36,78.2788,Home Office
Steve Chapman,Central,1937.608,539.0449,Corporate
Steve Chapman,East,73.536,9.192,Corporate
Steve Chapman,South,565.264,63.5922,Corporate
Steve Nguyen,Central,1813.5292,2.1816,Home Office
Steve Nguyen,South,612.14,268.482,Home Office
Steve Nguyen,West,702.29,211.0863,Home Office
Steven Cartwright,Central,1841.812,374.0263,Consumer
Steven Cartwright,East,747.574,236.1017,Consumer
Steven Cartwright,West,2636.824,666.5233,Consumer
Steven Roelle,Central,318.872,110.9218,Home Office
Steven Roelle,East,3904.68,1863.9614,Home Office
Steven Roelle,South,47.79,16.2486,Home Office
Steven Roelle,West,74.544,-0.7074,Home Office
Steven Ward,East,663.964,48.5239,Corporate
Steven Ward,West,94.732,19.7177,Corporate
Stewart Carmichael,Central,769.09,-84.6347,Corporate
Stewart Carmichael,East,3015.661,-839.2616,Corporate
Stewart Carmichael,South,224.9,64.2384,Corporate
Stewart Carmichael,West,483.006,188.4705,Corporate
Stewart Visinsky,Central,32.4,15.552,Consumer
Stewart Visinsky,East,1809.118,167.6545,Consumer
Stewart Visinsky,South,668.851,198.498,Consumer
Stewart Visinsky,West,1594.936,103.3227,Consumer
Stuart Calhoun,Central,208.696,41.4596,Consumer
Stuart Calhoun,South,66.3,8.619,Consumer
Stuart Calhoun,West,4.26,1.7466,Consumer
Stuart Van,Central,1228.402,184.205,Corporate
Stuart Van,South,31.008,11.2404,Corporate
Stuart Van,West,11.68,4.2048,Corporate
Sue Ann Reed,Central,2743.008,344.199,Consumer
Sue Ann Reed,East,21.93,10.3071,Consumer
Sue Ann Reed,South,1013.6895,177.7046,Consumer
Sue Ann Reed,West,988.714,77.9389,Consumer
Sung Chung,Central,14.112,1.2348,Consumer
Sung Chung,West,266.52,29.9409,Consumer
Sung Pak,Central,91.528,11.2962,Corporate
Sung Pak,East,967.462,-91.0838,Corporate
Sung Pak,South,294.808,18.0586,Corporate
Sung Pak,West,2929.142,628.4516,Corporate
Sung Shariari,Central,114.84,-1.9188,Consumer
Sung Shariari,East,428.984,2.5882,Consumer
Sung Shariari,South,377.902,-91.074,Consumer
Sung Shariari,West,42.91,14.8186,Consumer
Susan Gilcrest,Central,37.446,-6.6473,Corporate
Susan Gilcrest,East,10.5,2.94,Corporate
Susan MacKendrick,East,1043.041,-237.2885,Consumer
Susan Pistek,Central,23.992,-62.3792,Consumer
Susan Pistek,East,3903.137,48.7816,Consumer
Susan Pistek,West,63.56,28.29,Consumer
Susan Vittorini,Central,15.576,3.3099,Consumer
Susan Vittorini,East,1145.525,78.1028,Consumer
Susan Vittorini,West,742.39,25.4785,Consumer
Suzanne McNair,Central,880.036,396.7798,Corporate
Suzanne McNair,East,4454.268,123.7844,Corporate
Suzanne McNair,South,17.616,-14.0928,Corporate
Suzanne McNair,West,211.472,75.1028,Corporate
Sylvia Foulston,Central,1786.658,431.0732,Corporate
Sylvia Foulston,East,109.597,26.3945,Corporate
Sylvia Foulston,West,1440.28,82.4675,Corporate
Tamara Chand,Central,18437.138,8745.0635,Corporate
Tamara Chand,East,85.848,37.7204,Corporate
Tamara Chand,South,521.92,195.9808,Corporate
Tamara Chand,West,7.312,2.5592,Corporate
Tamara Dahlen,Central,108.184,-31.8815,Consumer
Tamara Dahlen,East,124.028,41.3764,Consumer
Tamara Dahlen,South,34.2,9.234,Consumer
Tamara Dahlen,West,1168.136,69.4608,Consumer
Tamara Manning,Central,161.01,54.1382,Consumer
Tamara Manning,East,193.26,44.7494,Consumer
Tamara Manning,South,47.79,16.2486,Consumer
Tamara Manning,West,2553.166,458.1651,Consumer
Tamara Willingham,East,303.192,103.3155,Home Office
Tamara Willingham,South,67.96,12.2328,Home Office
Tamara Willingham,West,4907.674,621.8422,Home Office
Tanja Norvell,Central,286.4,25.06,Home Office
Tanja Norvell,East,559.93,167.979,Home Office
Tanja Norvell,South,431.976,-75.5958,Home Office
Tanja Norvell,West,1851.915,-809.4884,Home Office
Ted Butterfield,East,1467.881,390.2113,Consumer
Ted Trevino,East,841.486,214.6521,Consumer
Ted Trevino,South,746.858,179.7181,Consumer
Ted Trevino,West,3327.258,357.5865,Consumer
Thais Sissman,South,2.808,-1.9656,Consumer
Thais Sissman,West,2.025,-1.35,Consumer
Thea Hendricks,East,1537.544,-240.7248,Consumer
Thea Hendricks,South,27.86,9.1938,Consumer
Thea Hendricks,West,857.42,96.3185,Consumer
Thea Hudgings,Central,2027.188,-82.8626,Corporate
Thea Hudgings,East,915.584,-169.6913,Corporate
Theone Pippenger,Central,2861.756,751.5518,Consumer
Theone Pippenger,East,11.632,1.0178,Consumer
Theone Pippenger,South,1545.46,373.9159,Consumer
Theone Pippenger,West,35.208,2.6406,Consumer
Theresa Coyne,East,1038.26,265.5332,Corporate
Theresa Swint,Central,250.48,28.3708,Corporate
Theresa Swint,East,956.204,-168.7593,Corporate
Theresa Swint,South,896.31,381.6627,Corporate
Theresa Swint,West,60.63,19.6002,Corporate
Thomas Boland,Central,60.416,6.0416,Corporate
Thomas Boland,East,46.002,17.8854,Corporate
Thomas Boland,South,3482.878,805.2365,Corporate
Thomas Brumley,East,767.214,161.9674,Home Office
Thomas Brumley,South,6.24,3.0576,Home Office
Thomas Brumley,West,42.72,13.9788,Home Office
Thomas Seio,Central,28.836,-50.052,Corporate
Thomas Seio,East,87.54,37.6422,Corporate
Thomas Seio,South,2959.056,282.4949,Corporate
Thomas Seio,West,2295.658,592.8026,Corporate
Thomas Thornton,Central,629.596,30.6809,Consumer
Thomas Thornton,East,58.116,22.8558,Consumer
Thomas Thornton,South,182.91,53.0439,Consumer
Thomas Thornton,West,556.422,172.1565,Consumer
Tiffany House,Central,600.825,24.1593,Corporate
Tiffany House,East,146.188,2.9796,Corporate
Tiffany House,West,275.188,65.5901,Corporate
Tim Brockman,Central,159.86,-26.955,Consumer
Tim Brockman,East,655.88,314.1048,Consumer
Tim Brockman,West,786.636,-26.5343,Consumer
Tim Taslimi,Central,54.96,15.9384,Corporate
Tim Taslimi,East,61.44,16.5888,Corporate
Tim Taslimi,West,323.1,61.389,Corporate
Toby Braunhardt,Central,1287.45,244.6155,Consumer
Toby Braunhardt,East,806.806,242.7768,Consumer
Toby Braunhardt,South,95.968,9.5968,Consumer
Toby Braunhardt,West,8.226,-6.0324,Consumer
Toby Carlisle,Central,21.99,-32.985,Consumer
Toby Carlisle,East,1944.47,342.5472,Consumer
Toby Carlisle,South,697.764,-27.6732,Consumer
Toby Carlisle,West,1602.588,324.4837,Consumer
Toby Gnade,East,137.94,35.8644,Consumer
Toby Gnade,South,4.608,1.6704,Consumer
Toby Gnade,West,2915.824,644.6356,Consumer
Toby Ritter,Central,278.4,80.736,Consumer
Toby Ritter,East,249.79,76.8028,Consumer
Toby Ritter,South,15.552,5.4432,Consumer
Toby Ritter,West,132.2,57.3824,Consumer
Toby Swindell,Central,1.112,-1.8904,Consumer
Toby Swindell,East,17.608,7.2895,Consumer
Toby Swindell,West,956.062,-190.378,Consumer
Todd Boyes,Central,209.376,69.3876,Corporate
Todd Boyes,East,100.102,33.3589,Corporate
Todd Boyes,South,524.85,166.2205,Corporate
Todd Sumrall,Central,2799.96,874.9875,Corporate
Todd Sumrall,East,7629.21,1835.0772,Corporate
Todd Sumrall,West,1462.581,-338.3503,Corporate
Tom Ashbrook,Central,872.122,104.581,Home Office
Tom Ashbrook,East,13723.498,4599.2073,Home Office
Tom Boeckenhauer,Central,1040.19,291.9927,Consumer
Tom Boeckenhauer,East,6999.96,2239.9872,Consumer
Tom Boeckenhauer,South,106.448,16.2828,Consumer
Tom Boeckenhauer,West,987.392,250.1062,Consumer
Tom Prescott,Central,577.2808,-527.3762,Consumer
Tom Prescott,East,4738.764,-566.364,Consumer
Tom Prescott,West,12.96,6.3504,Consumer
Tom Stivers,Central,30.36,13.0548,Corporate
Tom Stivers,East,545.928,-242.7512,Corporate
Tom Stivers,West,1477.852,278.3981,Corporate
Tonja Turnell,Central,5301.688,1113.0275,Home Office
Tonja Turnell,South,35.96,3.596,Home Office
Tonja Turnell,West,27.16,7.8764,Home Office
Tony Chapman,Central,53.352,-85.8622,Home Office
Tony Chapman,East,110.696,-40.5144,Home Office
Tony Chapman,South,791.24,208.9372,Home Office
Tony Chapman,West,289.688,36.5434,Home Office
Tony Molinari,Central,325.86,149.8956,Consumer
Tony Molinari,East,558.81,140.0003,Consumer
Tony Molinari,West,210.008,2.6251,Consumer
Tony Sayre,East,744.316,-43.2398,Consumer
Tony Sayre,South,732.312,87.4533,Consumer
Tony Sayre,West,766.646,-32.8356,Consumer
Tracy Blumstein,Central,149.806,-26.4814,Consumer
Tracy Blumstein,East,4087.136,-1720.706,Consumer
Tracy Blumstein,West,500.544,144.1423,Consumer
Tracy Collins,East,68.852,23.692,Home Office
Tracy Collins,South,61.96,4.3372,Home Office
Tracy Collins,West,611.746,189.9038,Home Office
Tracy Hopkins,Central,564.38,143.4358,Home Office
Tracy Hopkins,East,1780.56,559.1508,Home Office
Tracy Hopkins,South,1889.156,-1274.5544,Home Office
Tracy Poddar,Central,133.92,5.23,Corporate
Tracy Poddar,West,1802.72,133.9987,Corporate
Tracy Zic,West,1707.286,224.8887,Consumer
Troy Blackwell,Central,782.52,50.4017,Consumer
Troy Blackwell,East,458.351,-204.9404,Consumer
Troy Blackwell,West,146.688,18.1296,Consumer
Troy Staebel,Central,179.428,-138.2724,Consumer
Troy Staebel,East,1163.116,-284.7797,Consumer
Troy Staebel,West,1477.88,128.354,Consumer
Trudy Brown,Central,243.166,45.6414,Consumer
Trudy Brown,East,2222.936,341.4931,Consumer
Trudy Brown,West,331.566,-7.2525,Consumer
Trudy Glocke,Central,248.82,84.4272,Consumer
Trudy Glocke,South,1142.165,89.4226,Consumer
Trudy Glocke,West,683.676,191.8707,Consumer
Trudy Schmidt,Central,2345.114,-185.2496,Consumer
Trudy Schmidt,South,870.04,364.8721,Consumer
Trudy Schmidt,West,152.94,41.2938,Consumer
Valerie Dominguez,Central,971.88,109.3365,Consumer
Valerie Dominguez,East,2220.06,841.9446,Consumer
Valerie Dominguez,South,1124.28,89.95,Consumer
Valerie Dominguez,West,2126.034,576.5563,Consumer
Valerie Mitchum,Central,2.912,0.91,Home Office
Valerie Mitchum,East,1379.538,344.8558,Home Office
Valerie Mitchum,South,259.29,78.2361,Home Office
Valerie Mitchum,West,813.126,89.525,Home Office
Valerie Takahito,Central,100.24,33.831,Home Office
Valerie Takahito,East,1636.356,-257.9199,Home Office
Vicky Freymann,Central,679.748,-153.2036,Home Office
Vicky Freymann,West,168.196,56.9256,Home Office
Victor Preis,Central,19,8.93,Home Office
Victor Preis,East,899.11,170.879,Home Office
Victor Preis,West,75.792,25.5798,Home Office
Victoria Brennan,Central,574.476,114.3532,Corporate
Victoria Brennan,East,756.8,75.68,Corporate
Victoria Brennan,South,674.32,181.2066,Corporate
Victoria Pisteka,Central,634.124,78.5743,Corporate
Victoria Pisteka,East,732.256,-172.499,Corporate
Victoria Pisteka,South,1893.786,-964.4829,Corporate
Victoria Pisteka,West,100.36,39.6308,Corporate
Victoria Wilson,Central,1222.47,-65.3238,Corporate
Victoria Wilson,East,3725.512,-1078.132,Corporate
Victoria Wilson,South,21.36,8.1168,Corporate
Victoria Wilson,West,1164.696,260.6745,Corporate
Vivek Gonzalez,South,155.456,-7.7728,Consumer
Vivek Gonzalez,West,690.554,151.3996,Consumer
Vivek Grady,Central,354.016,-72.5432,Corporate
Vivek Grady,East,62.396,17.251,Corporate
Vivek Grady,South,10.96,2.9592,Corporate
Vivek Sundaresam,Central,697.465,-248.554,Consumer
Vivek Sundaresam,South,187.228,-7.832,Consumer
Vivek Sundaresam,West,171.288,-6.4233,Consumer
Vivian Mathis,Central,16.28,6.512,Consumer
Vivian Mathis,East,177.34,85.3004,Consumer
Vivian Mathis,South,58.4,-24.316,Consumer
Vivian Mathis,West,128.67,49.1409,Consumer
William Brown,Central,161.184,-68.6764,Consumer
William Brown,East,475.864,-42.2831,Consumer
William Brown,West,5523.054,825.2906,Consumer
Xylona Preis,Central,989.72,178.6458,Consumer
Xylona Preis,East,201.12,86.3496,Consumer
Xylona Preis,South,523.628,57.8932,Consumer
Xylona Preis,West,660.19,298.3414,Consumer
Yana Sorensen,East,465.18,120.9468,Corporate
Yana Sorensen,South,501.092,105.751,Corporate
Yana Sorensen,West,5754.172,1551.5945,Corporate
Yoseph Carroll,Central,1122.184,89.8082,Corporate
Yoseph Carroll,East,3116.49,833.7633,Corporate
Yoseph Carroll,West,1215.676,382.0575,Corporate
Zuschuss Carroll,Central,3869.806,-1468.579,Consumer
Zuschuss Carroll,East,43.92,12.7368,Consumer
Zuschuss Carroll,South,1470.892,77.599,Consumer
Zuschuss Carroll,West,2641.089,346.0942,Consumer
Zuschuss Donatelli,Central,331.08,146.828,Consumer
Zuschuss Donatelli,South,856.664,59.8365,Consumer
Zuschuss Donatelli,West,306.2,42.4662,Consumer
